LOGRADOURO;BAIRRO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
R. JOSÉ VERÍSSIMO;BAIRRO ALTO;3;INDUSTRIA;-25,4221415;-49,1981607
R. JOSÉ VERÍSSIMO;BAIRRO ALTO;42;COMERCIO;-25,4221415;-49,1981607
R. ADA MACAGGI;BAIRRO ALTO;4;INDUSTRIA;-25,4217851;-49,2096417
R. JOÃO BATISTA DALLARMI;SANTO INÁCIO;14;COMERCIO;-25,4217781;-49,3310112
R. CELESTINO JÚNIOR;SÃO FRANCISCO;3;INDUSTRIA;-25,4217234;-49,2769712
R. SENADOR XAVIER DA SILVA;CENTRO CÍVICO;26;COMERCIO;-25,4215813;-49,269765
R. NILO PEÇANHA;BOM RETIRO;6;INDUSTRIA;-25,4215443;-49,2745574
R. NILO PEÇANHA;PILARZINHO;4;INDUSTRIA;-25,4215443;-49,2745574
R. NILO PEÇANHA;BOM RETIRO;75;COMERCIO;-25,4215443;-49,2745574
R. NILO PEÇANHA;PILARZINHO;30;COMERCIO;-25,4215443;-49,2745574
R. NILO PEÇANHA;SÃO FRANCISCO;14;COMERCIO;-25,4215443;-49,2745574
R. DOUTOR JOÃO EVANGELISTA ESPINDOLA;TARUMÃ;4;INDUSTRIA;-25,421424;-49,23768
R. DOUTOR JOÃO EVANGELISTA ESPINDOLA;TARUMÃ;13;COMERCIO;-25,421424;-49,23768
R. ALBERTO BOLLIGER;ALTO DA GLÓRIA;19;COMERCIO;-25,4213802;-49,2560222
R. ALBERTO BOLLIGER;JUVEVÊ;45;COMERCIO;-25,4213802;-49,2560222
R. ERASMO MAEDER;BAIRRO ALTO;3;INDUSTRIA;-25,4209193;-49,2115885
R. BRUNO LOBO;BAIRRO ALTO;4;INDUSTRIA;-25,4205079;-49,2063857
R. BRUNO LOBO;BAIRRO ALTO;15;COMERCIO;-25,4205079;-49,2063857
AV. CANDIDO DE ABREU;CENTRO CÍVICO;29;INDUSTRIA;-25,4204893;-49,2692411
AV. CANDIDO DE ABREU;CENTRO CÍVICO;570;COMERCIO;-25,4204893;-49,2692411
R. HEITOR STOCKLER DE FRANÇA;CENTRO CÍVICO;13;INDUSTRIA;-25,4203933;-49,2691156
R. HEITOR STOCKLER DE FRANÇA;CENTRO CÍVICO;114;COMERCIO;-25,4203933;-49,2691156
R. ALCIDES MUNHOZ;MERCÊS;8;INDUSTRIA;-25,4203551;-49,2926151
R. ALCIDES MUNHOZ;MERCÊS;35;COMERCIO;-25,4203551;-49,2926151
R. DESEMBARGADOR VIEIRA CAVALCANTI;MERCÊS;5;INDUSTRIA;-25,4200094;-49,2896606
R. DESEMBARGADOR VIEIRA CAVALCANTI;MERCÊS;16;COMERCIO;-25,4200094;-49,2896606
R. NAPOLEÃO BONAPARTE;BAIRRO ALTO;5;INDUSTRIA;-25,4199718;-49,2130415
R. NAPOLEÃO BONAPARTE;BAIRRO ALTO;29;COMERCIO;-25,4199718;-49,2130415
R. DA GLÓRIA;CENTRO CÍVICO;5;INDUSTRIA;-25,4199701;-49,2673914
R. DA GLÓRIA;ALTO DA GLÓRIA;19;COMERCIO;-25,4199701;-49,2673914
R. DESEMBARGADOR BENVINDO VALENTE;SÃO FRANCISCO;26;COMERCIO;-25,4198597;-49,2757401
R. PRESIDENTE RODRIGO OTÁVIO;ALTO DA RUA XV;17;COMERCIO;-25,4197565;-49,2444925
R. PRESIDENTE RODRIGO OTÁVIO;HUGO LANGE;19;COMERCIO;-25,4197565;-49,2444925
R. MERCEDES STRESSER;BAIRRO ALTO;3;INDUSTRIA;-25,4197202;-49,2002807
R. MERCEDES STRESSER;BAIRRO ALTO;13;COMERCIO;-25,4197202;-49,2002807
R. SIMÃO BOLÍVAR;ALTO DA GLÓRIA;3;INDUSTRIA;-25,4196998;-49,2580315
R. SIMÃO BOLÍVAR;HUGO LANGE;6;INDUSTRIA;-25,4196998;-49,2580315
R. SIMÃO BOLÍVAR;JUVEVÊ;5;INDUSTRIA;-25,4196998;-49,2580315
R. GUGLIELMO MARCONI;BAIRRO ALTO;7;INDUSTRIA;-25,4196432;-49,2041813
R. GUGLIELMO MARCONI;BAIRRO ALTO;18;COMERCIO;-25,4196432;-49,2041813
R. CORONEL DOMINGOS SOARES;BAIRRO ALTO;6;INDUSTRIA;-25,4195815;-49,2081263
R. CORONEL DOMINGOS SOARES;BAIRRO ALTO;33;COMERCIO;-25,4195815;-49,2081263
R. JÚLIO PERNETA;MERCÊS;24;COMERCIO;-25,4191133;-49,2881751
R. MYLTHO ANSELMO DA SILVA;MERCÊS;25;COMERCIO;-25,4188417;-49,2893457
R. DOUTOR GOULIN;HUGO LANGE;17;COMERCIO;-25,4185052;-49,2504373
R. SOLIMÕES;MERCÊS;3;INDUSTRIA;-25,4183994;-49,2855442
R. SOLIMÕES;MERCÊS;25;COMERCIO;-25,4183994;-49,2855442
R. PAULO MARTINS;MERCÊS;3;INDUSTRIA;-25,4183647;-49,2953083
R. MAUÁ;ALTO DA GLÓRIA;6;INDUSTRIA;-25,4182065;-49,2621976
R. MAUÁ;ALTO DA GLÓRIA;59;COMERCIO;-25,4182065;-49,2621976
R. TENENTE JOÃO GOMES DA SILVA;MERCÊS;21;COMERCIO;-25,4181609;-49,2865122
R. JOSÉ DE OLIVEIRA FRANCO;BAIRRO ALTO;14;INDUSTRIA;-25,4178948;-49,2037652
R. JOSÉ DE OLIVEIRA FRANCO;BAIRRO ALTO;168;COMERCIO;-25,4178948;-49,2037652
R. JOÃO BALLA;SÃO BRAZ;4;INDUSTRIA;-25,4178187;-49,3394496
R. EUZÉBIO DA MOTTA;JUVEVÊ;13;COMERCIO;-25,417808;-49,2645208
R. CLAUDIO CHATAGNIER;BACACHERI;13;COMERCIO;-25,4176105;-49,2241438
R. PEDRO ELOY DE SOUZA;BAIRRO ALTO;5;INDUSTRIA;-25,4174085;-49,2065428
R. PEDRO ELOY DE SOUZA;BAIRRO ALTO;34;COMERCIO;-25,4174085;-49,2065428
R. AUGUSTO STRESSER;ALTO DA GLÓRIA;4;INDUSTRIA;-25,4173937;-49,2583488
R. AUGUSTO STRESSER;HUGO LANGE;3;INDUSTRIA;-25,4173937;-49,2583488
R. AUGUSTO STRESSER;JUVEVÊ;3;INDUSTRIA;-25,4173937;-49,2583488
R. AUGUSTO STRESSER;ALTO DA GLÓRIA;17;COMERCIO;-25,4173937;-49,2583488
R. AUGUSTO STRESSER;HUGO LANGE;146;COMERCIO;-25,4173937;-49,2583488
R. AUGUSTO STRESSER;JUVEVÊ;80;COMERCIO;-25,4173937;-49,2583488
R. AUGUSTO SEVERO;ALTO DA GLÓRIA;31;COMERCIO;-25,4171061;-49,2614678
R. PERCY FELICIANO DE CASTILHO;***;3;INDUSTRIA;-25,4167481;-49,2176503
R. PERCY FELICIANO DE CASTILHO;BAIRRO ALTO;3;INDUSTRIA;-25,4167481;-49,2176503
R. PERCY FELICIANO DE CASTILHO;BAIRRO ALTO;41;COMERCIO;-25,4167481;-49,2176503
R. ALBINO SILVA;BOM RETIRO;16;COMERCIO;-25,4167028;-49,2766254
R. CORONEL JOAQUIM SARMENTO;BOM RETIRO;14;COMERCIO;-25,4165392;-49,2783572
R. PADRE GERMANO MAYER;ALTO DA RUA XV;3;INDUSTRIA;-25,4161597;-49,2478185
R. PADRE GERMANO MAYER;ALTO DA RUA XV;34;COMERCIO;-25,4161597;-49,2478185
R. PADRE GERMANO MAYER;HUGO LANGE;28;COMERCIO;-25,4161597;-49,2478185
R. ANIBAL GOULART MAIA FILHO;BAIRRO ALTO;18;COMERCIO;-25,4161229;-49,2196908
R. FERNANDES DE BARROS;ALTO DA RUA XV;4;INDUSTRIA;-25,4156862;-49,2452543
R. FERNANDES DE BARROS;HUGO LANGE;4;INDUSTRIA;-25,4156862;-49,2452543
R. FERNANDES DE BARROS;ALTO DA RUA XV;18;COMERCIO;-25,4156862;-49,2452543
R. FERNANDES DE BARROS;HUGO LANGE;29;COMERCIO;-25,4156862;-49,2452543
R. MINISTRO JOSÉ LINHARES;BAIRRO ALTO;13;COMERCIO;-25,4155637;-49,2126475
R. MARCO POLO;BAIRRO ALTO;7;INDUSTRIA;-25,415297;-49,1971528
R. MARCO POLO;BAIRRO ALTO;17;COMERCIO;-25,415297;-49,1971528
R. JOSÉ TOMASI;SANTA FELICIDADE;19;COMERCIO;-25,4152856;-49,339147
R. JOSÉ TOMASI;SÃO BRAZ;13;COMERCIO;-25,4152856;-49,339147
R. ALBERTO DE OLIVEIRA;BAIRRO ALTO;3;INDUSTRIA;-25,4152626;-49,2140751
R. MORRETES;PORTÃO;4;INDUSTRIA;-25,4151697;-49,2303812
R. MORRETES;PORTÃO;42;COMERCIO;-25,4151697;-49,2303812
R. CAMÕES;ALTO DA RUA XV;3;INDUSTRIA;-25,4150148;-49,2463929
R. CAMÕES;HUGO LANGE;3;INDUSTRIA;-25,4150148;-49,2463929
R. CAMÕES;ABRANCHES;26;COMERCIO;-25,4150148;-49,2463929
R. CAMÕES;ALTO DA RUA XV;332;COMERCIO;-25,4150148;-49,2463929
R. CAMÕES;HUGO LANGE;26;COMERCIO;-25,4150148;-49,2463929
R. DOUTOR ROBERTO BARROZO;MERCÊS;3;INDUSTRIA;-25,4148379;-49,2867618
R. DOUTOR ROBERTO BARROZO;MERCÊS;23;COMERCIO;-25,4148379;-49,2867618
R. ANTONIO ESCORSIN;SÃO BRAZ;12;INDUSTRIA;-25,414766;-49,3401428
R. ANTONIO ESCORSIN;SANTA FELICIDADE;31;COMERCIO;-25,414766;-49,3401428
R. ANTONIO ESCORSIN;SÃO BRAZ;124;COMERCIO;-25,414766;-49,3401428
R. ANGELO MASSIGNAN;SÃO BRAZ;5;INDUSTRIA;-25,4144776;-49,3535148
R. ANGELO MASSIGNAN;SÃO BRAZ;32;COMERCIO;-25,4144776;-49,3535148
R. JOSÉ MÁRIO DE OLIVEIRA;BACACHERI;13;COMERCIO;-25,4144646;-49,229208
R. JOÃO RAMALHO;BAIRRO ALTO;3;INDUSTRIA;-25,414363;-49,2028131
R. TEFFÉ;BOM RETIRO;38;COMERCIO;-25,4141006;-49,2812651
R. JOSÉ RUBENS DE LIMA;SÃO BRAZ;3;INDUSTRIA;-25,4136354;-49,3582494
R. JOSÉ RUBENS DE LIMA;SÃO BRAZ;24;COMERCIO;-25,4136354;-49,3582494
R. ROCHA POMBO;JUVEVÊ;3;INDUSTRIA;-25,4134312;-49,2597168
R. ROCHA POMBO;JUVEVÊ;42;COMERCIO;-25,4134312;-49,2597168
R. ANTONIO RIBEIRO MACEDO;XAXIM;3;INDUSTRIA;-25,4133752;-49,2389661
R. ANITA RIBAS;BACACHERI;3;INDUSTRIA;-25,4130416;-49,2246387
R. ANITA RIBAS;BACACHERI;23;COMERCIO;-25,4130416;-49,2246387
R. SANTA MADALENA SOFIA BARAT;BAIRRO ALTO;4;INDUSTRIA;-25,4130082;-49,2164143
R. SANTA MADALENA SOFIA BARAT;BAIRRO ALTO;36;COMERCIO;-25,4130082;-49,2164143
R. JOSÉ ZGODA;BAIRRO ALTO;21;COMERCIO;-25,4129334;-49,2211974
R. BARÃO DOS CAMPOS GERAIS;JUVEVÊ;17;COMERCIO;-25,4129088;-49,2550947
R. MOYSES MARCONDES;JUVEVÊ;40;COMERCIO;-25,4127832;-49,2583788
R. DEPUTADO MÁRIO DE BARROS;JUVEVÊ;3;INDUSTRIA;-25,4127722;-49,2644256
R. HENRIQUE ITIBERÊ DA CUNHA;BOM RETIRO;5;INDUSTRIA;-25,4127124;-49,2808821
R. HENRIQUE ITIBERÊ DA CUNHA;BOM RETIRO;18;COMERCIO;-25,4127124;-49,2808821
R. JORNALISTA ALCEU CHICHORRO;BAIRRO ALTO;15;COMERCIO;-25,412543;-49,202365
R. ANTONIO CANDIDO CAVALIM;BAIRRO ALTO;5;INDUSTRIA;-25,4125182;-49,2063196
R. ANTONIO CANDIDO CAVALIM;BAIRRO ALTO;27;COMERCIO;-25,4125182;-49,2063196
R. MARECHAL MALLET;AHÚ;4;INDUSTRIA;-25,4124854;-49,2619055
AV. NOSSA SENHORA DA LUZ;JARDIM SOCIAL;3;INDUSTRIA;-25,4124122;-49,2408332
AV. NOSSA SENHORA DA LUZ;ALTO DA RUA XV;13;COMERCIO;-25,4124122;-49,2408332
AV. NOSSA SENHORA DA LUZ;BACACHERI;49;COMERCIO;-25,4124122;-49,2408332
AV. NOSSA SENHORA DA LUZ;JARDIM SOCIAL;25;COMERCIO;-25,4124122;-49,2408332
R. CAMPOS SALES;ALTO DA GLÓRIA;4;INDUSTRIA;-25,4122155;-49,259038
R. PROFESSOR ARTHUR LOYOLA;CABRAL;3;INDUSTRIA;-25,4121734;-49,2517631
R. MANOEL EUFRÁSIO;JUVEVÊ;3;INDUSTRIA;-25,4118871;-49,2574181
R. MANOEL EUFRÁSIO;AHÚ;26;COMERCIO;-25,4118871;-49,2574181
R. MANOEL EUFRÁSIO;JUVEVÊ;35;COMERCIO;-25,4118871;-49,2574181
AV. MUNHOZ DA ROCHA;CABRAL;4;INDUSTRIA;-25,4117598;-49,2545871
AV. MUNHOZ DA ROCHA;CABRAL;58;COMERCIO;-25,4117598;-49,2545871
R. DOM ALBERTO GONÇALVES;BOM RETIRO;13;COMERCIO;-25,4117485;-49,2805333
R. DOM ALBERTO GONÇALVES;MERCÊS;14;COMERCIO;-25,4117485;-49,2805333
R. VICTÓRIO VIEZZER;VISTA ALEGRE;5;INDUSTRIA;-25,4114507;-49,2954954
R. VICTÓRIO VIEZZER;VISTA ALEGRE;25;COMERCIO;-25,4114507;-49,2954954
R. DOMINGOS FERNANDES MAIA;BAIRRO ALTO;4;INDUSTRIA;-25,4112507;-49,2206067
R. DOMINGOS FERNANDES MAIA;BAIRRO ALTO;25;COMERCIO;-25,4112507;-49,2206067
R. BRASILIO CUMAN;SÃO BRAZ;20;COMERCIO;-25,4109757;-49,3514738
R. LOURIVAL FRANÇA PEREIRA;SÃO BRAZ;4;INDUSTRIA;-25,4109242;-49,3399013
R. ADILIO RAMOS;BAIRRO ALTO;3;INDUSTRIA;-25,4108234;-49,2057915
R. ADILIO RAMOS;BAIRRO ALTO;49;COMERCIO;-25,4108234;-49,2057915
R. CARLOS PIOLI;BOM RETIRO;3;INDUSTRIA;-25,4106107;-49,2746914
R. CARLOS PIOLI;BOM RETIRO;17;COMERCIO;-25,4106107;-49,2746914
R. JOSÉ MERHY;BOA VISTA;4;INDUSTRIA;-25,4104028;-49,3169027
R. JOSÉ MERHY;BOA VISTA;22;COMERCIO;-25,4104028;-49,3169027
R. JÚLIO ZANINELLI;BOM RETIRO;4;INDUSTRIA;-25,410401;-49,2790013
R. JOSE RISSETO;SANTA FELICIDADE;5;INDUSTRIA;-25,4103568;-49,3335282
R. JOSE RISSETO;SANTA FELICIDADE;31;COMERCIO;-25,4103568;-49,3335282
R. BOM JESUS;JUVEVÊ;16;COMERCIO;-25,41023685;-49,25544993
R. VENEZUELA;BACACHERI;13;COMERCIO;-25,4100042;-49,2398751
R. GUSTAVO RATTMAN;BACACHERI;5;INDUSTRIA;-25,4097604;-49,2227763
R. GUSTAVO RATTMAN;BACACHERI;17;COMERCIO;-25,4097604;-49,2227763
R. JOSE FERNANDES MALDONADO;BAIRRO ALTO;3;INDUSTRIA;-25,4096698;-49,2195213
R. JOSE FERNANDES MALDONADO;BAIRRO ALTO;19;COMERCIO;-25,4096698;-49,2195213
R. OLYMPIO TROMBINI;CASCATINHA;3;INDUSTRIA;-25,4095996;-49,307011
R. FAGUNDES VARELA;BACACHERI;8;INDUSTRIA;-25,4094994;-49,220605
R. FAGUNDES VARELA;JARDIM SOCIAL;3;INDUSTRIA;-25,4094994;-49,220605
R. FAGUNDES VARELA;BACACHERI;86;COMERCIO;-25,4094994;-49,220605
R. FAGUNDES VARELA;JARDIM SOCIAL;27;COMERCIO;-25,4094994;-49,220605
AV. PARANÁ;BACACHERI;7;INDUSTRIA;-25,4094572;-49,2551916
AV. PARANÁ;BOA VISTA;4;INDUSTRIA;-25,4094572;-49,2551916
AV. PARANÁ;SANTA CÂNDIDA;5;INDUSTRIA;-25,4094572;-49,2551916
AV. PARANÁ;BACACHERI;88;COMERCIO;-25,4094572;-49,2551916
AV. PARANÁ;BOA VISTA;89;COMERCIO;-25,4094572;-49,2551916
AV. PARANÁ;CABRAL;60;COMERCIO;-25,4094572;-49,2551916
AV. PARANÁ;SANTA CÂNDIDA;38;COMERCIO;-25,4094572;-49,2551916
AV. PARANÁ;TINGUI;23;COMERCIO;-25,4094572;-49,2551916
R. MARECHAL HERMES;JUVEVÊ;15;COMERCIO;-25,4093016;-49,2661648
R. NICOLAU JOSÉ GRAVINA;SANTA FELICIDADE;5;INDUSTRIA;-25,4092013;-49,323648
R. NICOLAU JOSÉ GRAVINA;SANTA FELICIDADE;17;COMERCIO;-25,4092013;-49,323648
R. DEPUTADO JOÃO FERREIRA NEVES;VISTA ALEGRE;3;INDUSTRIA;-25,4087381;-49,2969326
R. SEBASTIÃO ALVES FERREIRA;BAIRRO ALTO;4;INDUSTRIA;-25,4086381;-49,2042048
R. SEBASTIÃO ALVES FERREIRA;BAIRRO ALTO;50;COMERCIO;-25,4086381;-49,2042048
R. CARLOS BENATO;SÃO BRAZ;15;COMERCIO;-25,408542;-49,3500669
R. MÉXICO;BACACHERI;5;INDUSTRIA;-25,4084472;-49,2376822
R. MÉXICO;BACACHERI;84;COMERCIO;-25,4084472;-49,2376822
R. ALBINO KAMINSKI;BAIRRO ALTO;38;COMERCIO;-25,4082399;-49,1992339
R. VIA VENETO;SANTA FELICIDADE;8;INDUSTRIA;-25,4079545;-49,3228385
R. VIA VENETO;SANTA FELICIDADE;92;COMERCIO;-25,4079545;-49,3228385
R. MARCÍLIO DIAS;BAIRRO ALTO;4;INDUSTRIA;-25,4077994;-49,202058
R. MARCÍLIO DIAS;BAIRRO ALTO;24;COMERCIO;-25,4077994;-49,202058
R. ALBERTO FOLLONI;AHÚ;6;INDUSTRIA;-25,4076902;-49,2642322
R. ALBERTO FOLLONI;JUVEVÊ;3;INDUSTRIA;-25,4076902;-49,2642322
R. ALBERTO FOLLONI;AHÚ;44;COMERCIO;-25,4076902;-49,2642322
R. ALBERTO FOLLONI;JUVEVÊ;67;COMERCIO;-25,4076902;-49,2642322
R. EMILIO CORNELSEN;AHÚ;25;COMERCIO;-25,4075062;-49,2595902
R. CHICHORRO JUNIOR;CABRAL;18;COMERCIO;-25,4073893;-49,2530207
R. DOS FUNCIONÁRIOS;CABRAL;4;INDUSTRIA;-25,4072436;-49,2510929
R. DOS FUNCIONÁRIOS;CABRAL;31;COMERCIO;-25,4072436;-49,2510929
R. JOSÉ SABÓIA CORTES;CENTRO CÍVICO;13;COMERCIO;-25,4070936;-49,2695501
R. HENRIQUE CORREIA;BAIRRO ALTO;22;COMERCIO;-25,4068797;-49,2037646
R. FRANCISCO DE PAULA GUIMARÃES;AHÚ;3;INDUSTRIA;-25,4068488;-49,2605662
R. FRANCISCO DE PAULA GUIMARÃES;AHÚ;39;COMERCIO;-25,4068488;-49,2605662
R. ESTADOS UNIDOS;BACACHERI;6;INDUSTRIA;-25,4064694;-49,2412712
R. ESTADOS UNIDOS;BACACHERI;88;COMERCIO;-25,4064694;-49,2412712
R. ESTADOS UNIDOS;BOA VISTA;33;COMERCIO;-25,4064694;-49,2412712
R. JOSÉ DAS CHAGAS LIMA;SANTA FELICIDADE;3;INDUSTRIA;-25,4056432;-49,3241595
R. JOSÉ DAS CHAGAS LIMA;SANTA FELICIDADE;13;COMERCIO;-25,4056432;-49,3241595
R. AMAZONAS;ÁGUA VERDE;7;INDUSTRIA;-25,4054306;-49,2474248
R. CORONEL AMAZONAS MARCONDES;CABRAL;4;INDUSTRIA;-25,4054306;-49,2474248
R. AMAZONAS;ÁGUA VERDE;30;COMERCIO;-25,4054306;-49,2474248
R. CORONEL AMAZONAS MARCONDES;CABRAL;47;COMERCIO;-25,4054306;-49,2474248
R. JOÃO TSCHANNERL;VISTA ALEGRE;5;INDUSTRIA;-25,4050677;-49,2907426
R. JOÃO TSCHANNERL;VISTA ALEGRE;45;COMERCIO;-25,4050677;-49,2907426
R. JOÃO VOLPE;BUTIATUVINHA;3;INDUSTRIA;-25,4048652;-49,3571936
R. JOÃO VOLPE;BUTIATUVINHA;13;COMERCIO;-25,4048652;-49,3571936
R. JOÃO ALENCAR GUIMARÃES;SANTA QUITÉRIA;10;INDUSTRIA;-25,4047809;-49,2525282
R. JOÃO ALENCAR GUIMARÃES;CAMPO COMPRIDO;20;COMERCIO;-25,4047809;-49,2525282
R. JOÃO ALENCAR GUIMARÃES;SANTA QUITÉRIA;110;COMERCIO;-25,4047809;-49,2525282
R. ALBANO REIS;BOM RETIRO;16;COMERCIO;-25,4047629;-49,2725533
R. ACELINO GRANDE;SÃO BRAZ;3;INDUSTRIA;-25,4047189;-49,3446234
R. DOMINGOS BENATTO;BUTIATUVINHA;3;INDUSTRIA;-25,403988;-49,3595685
AV. DA INTEGRAÇÃO;BAIRRO ALTO;14;INDUSTRIA;-25,4038368;-49,2000145
AV. DA INTEGRAÇÃO;BAIRRO ALTO;62;COMERCIO;-25,4038368;-49,2000145
R. DEPUTADO JOAQUIM JOSÉ PEDROSA;CABRAL;17;COMERCIO;-25,4038103;-49,2486381
R. CARLOS AUGUSTO CORNELSEN;BOM RETIRO;3;INDUSTRIA;-25,4035729;-49,2735878
R. GUARATUBA;AHÚ;17;COMERCIO;-25,4035357;-49,2624537
R. MARCOS MOCELLIN;SANTA FELICIDADE;9;INDUSTRIA;-25,4034104;-49,3276686
R. MARCOS MOCELLIN;SANTA FELICIDADE;39;COMERCIO;-25,4034104;-49,3276686
R. RIO XINGÚ;BAIRRO ALTO;6;INDUSTRIA;-25,4033667;-49,2027996
R. RIO XINGÚ;BAIRRO ALTO;22;COMERCIO;-25,4033667;-49,2027996
R. PROFESSOR FRANCISCO ZARDO;SANTA FELICIDADE;4;INDUSTRIA;-25,4031461;-49,3353076
R. PROFESSOR FRANCISCO ZARDO;SANTA FELICIDADE;20;COMERCIO;-25,4031461;-49,3353076
R. 11 DE AGOSTO;XAXIM;3;INDUSTRIA;-25,4026812;-49,3638682
R. 25 DE AGOSTO;BOQUEIRÃO;3;INDUSTRIA;-25,4026812;-49,3638682
R. 25 DE AGOSTO;BOQUEIRÃO;16;COMERCIO;-25,4026812;-49,3638682
R. EÇA DE QUEIROZ;AHÚ;13;COMERCIO;-25,4022672;-49,2597798
R. VEREADOR WASHINGTON MANSUR;AHÚ;23;COMERCIO;-25,4022672;-49,2597798
R. CLAUDIO MANOEL DA COSTA;PILARZINHO;3;INDUSTRIA;-25,4021072;-49,2781302
R. CLAUDIO MANOEL DA COSTA;PILARZINHO;16;COMERCIO;-25,4021072;-49,2781302
R. RIO IRIRI;BAIRRO ALTO;4;INDUSTRIA;-25,4020874;-49,2034017
R. RIO IRIRI;BAIRRO ALTO;51;COMERCIO;-25,4020874;-49,2034017
R. BELÉM;CABRAL;20;COMERCIO;-25,4020614;-49,2498516
R. LUIZ LEDUC;VISTA ALEGRE;4;INDUSTRIA;-25,4016569;-49,3001819
R. COSTA RICA;BACACHERI;5;INDUSTRIA;-25,4014359;-49,244081
R. COSTA RICA;BACACHERI;27;COMERCIO;-25,4014359;-49,244081
R. VEREADOR ANTONIO DOS REIS CAVALHEIRO;CABRAL;4;INDUSTRIA;-25,4013288;-49,2505819
R. PROFESSORA CARMEM LIMA DE ALMEIDA;BACACHERI;6;INDUSTRIA;-25,4013264;-49,2178301
R. EURIPEDES GARCEZ DO NASCIMENTO;AHÚ;16;COMERCIO;-25,4012357;-49,2644907
R. RIO JARI;BAIRRO ALTO;5;INDUSTRIA;-25,4011939;-49,2012464
R. RIO JARI;BAIRRO ALTO;23;COMERCIO;-25,4011939;-49,2012464
R. LAVÍNIA ZANON;BACACHERI;4;INDUSTRIA;-25,4009959;-49,2187205
R. RIO GUAPORÉ;BAIRRO ALTO;4;INDUSTRIA;-25,4007722;-49,2040208
R. RIO GUAPORÉ;BAIRRO ALTO;47;COMERCIO;-25,4007722;-49,2040208
R. DESEMBARGADOR ARTHUR LEME;BACACHERI;3;INDUSTRIA;-25,4002969;-49,242326
R. DESEMBARGADOR ARTHUR LEME;BACACHERI;17;COMERCIO;-25,4002969;-49,242326
R. ALBERICO FLORES BUENO;BAIRRO ALTO;10;INDUSTRIA;-25,4002313;-49,2068901
R. ALBERICO FLORES BUENO;ATUBA;18;COMERCIO;-25,4002313;-49,2068901
R. ALBERICO FLORES BUENO;BAIRRO ALTO;159;COMERCIO;-25,4002313;-49,2068901
R. PRIMEIRO MINISTRO BROCHADO DA ROCHA;PILARZINHO;6;INDUSTRIA;-25,4001371;-49,2777531
R. PRIMEIRO MINISTRO BROCHADO DA ROCHA;PILARZINHO;28;COMERCIO;-25,4001371;-49,2777531
R. TOMAZINA;AHÚ;5;INDUSTRIA;-25,3996856;-49,2615591
R. TOMAZINA;AHÚ;23;COMERCIO;-25,3996856;-49,2615591
R. GARDENIO SCORZATO;PILARZINHO;4;INDUSTRIA;-25,3996241;-49,2962243
R. GARDENIO SCORZATO;VISTA ALEGRE;3;INDUSTRIA;-25,3996241;-49,2962243
R. GARDENIO SCORZATO;PILARZINHO;21;COMERCIO;-25,3996241;-49,2962243
R. GAGO COUTINHO;BACACHERI;15;COMERCIO;-25,3995825;-49,2412761
R. RIO JAPURÁ;ATUBA;14;COMERCIO;-25,3994498;-49,2007792
R. RIO JAPURÁ;BAIRRO ALTO;15;COMERCIO;-25,3994498;-49,2007792
R. RIO JAGUARIBE;BAIRRO ALTO;6;INDUSTRIA;-25,3994172;-49,2046586
R. RIO JAGUARIBE;BAIRRO ALTO;32;COMERCIO;-25,3994172;-49,2046586
R. GERMANO BECKERT;BAIRRO ALTO;14;COMERCIO;-25,3990383;-49,1996458
R. VEREADOR CONSTANTE PINTO;BACACHERI;19;COMERCIO;-25,3989674;-49,2403227
R. JOÃO SANTO MIOLA;BUTIATUVINHA;3;INDUSTRIA;-25,3989053;-49,3478024
R. JOÃO PEREIRA DA SILVA;PILARZINHO;3;INDUSTRIA;-25,3988273;-49,2933942
R. DOUTOR LEÃO MOCELLIN;SANTA FELICIDADE;14;COMERCIO;-25,3987315;-49,3207622
R. MADRE CLÉLIA MERLONI;SANTA FELICIDADE;25;COMERCIO;-25,3985623;-49,3290518
R. MAXIMINO ZANON;BACACHERI;3;INDUSTRIA;-25,3983397;-49,2393764
R. MAXIMINO ZANON;BACACHERI;23;COMERCIO;-25,3983397;-49,2393764
R. VICENTE CICCARINO;BOA VISTA;3;INDUSTRIA;-25,3983324;-49,2514883
R. VICENTE CICCARINO;BOA VISTA;34;COMERCIO;-25,3983324;-49,2514883
R. ALVARO BOTELHO;BACACHERI;28;COMERCIO;-25,398104;-49,235538
R. RIO MUCURI;ATUBA;3;INDUSTRIA;-25,3980903;-49,2052831
R. RIO MUCURI;BAIRRO ALTO;6;INDUSTRIA;-25,3980903;-49,2052831
R. RIO MUCURI;BAIRRO ALTO;26;COMERCIO;-25,3980903;-49,2052831
R. PEDRO RIBEIRO DOS SANTOS;SANTA FELICIDADE;3;INDUSTRIA;-25,3980127;-49,3255173
R. PROFESSOR LUIZ BENÍCIO DA SILVA BASTOS;SÃO JOÃO;14;COMERCIO;-25,3976892;-49,3116595
AV. DESEMBARGADOR HUGO SIMAS;BOM RETIRO;5;INDUSTRIA;-25,3976032;-49,2881505
AV. DESEMBARGADOR HUGO SIMAS;PILARZINHO;3;INDUSTRIA;-25,3976032;-49,2881505
AV. DESEMBARGADOR HUGO SIMAS;BOM RETIRO;70;COMERCIO;-25,3976032;-49,2881505
