LOGRADOURO;BAIRRO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
R. DELEGADO LEOPOLDO BELCZAK;CAPÃO DA IMBUIA;328;COMERCIO;-25,443329;-49,2084959
R. DELEGADO LEOPOLDO BELCZAK;CRISTO REI;15;COMERCIO;-25,443329;-49,2084959
R. DESEMBARGADOR MOTTA;CENTRO;4;INDUSTRIA;-25,4432309;-49,277025
R. DESEMBARGADOR MOTTA;BATEL;22;COMERCIO;-25,4432309;-49,277025
R. DESEMBARGADOR MOTTA;CENTRO;27;COMERCIO;-25,4432309;-49,277025
R. MAURICIO NUNES GARCIA;JARDIM BOTÂNICO;3;INDUSTRIA;-25,4431393;-49,2501549
R. ANTONIO MEIRELLES SOBRINHO;CAJURU;5;INDUSTRIA;-25,4430634;-49,2257702
R. ANTONIO MEIRELLES SOBRINHO;CAJURU;29;COMERCIO;-25,4430634;-49,2257702
R. EMILIO DE ALMEIDA TORRES;CAMPINA DO SIQUEIRA;3;INDUSTRIA;-25,442857;-49,3121849
R. EMILIO DE ALMEIDA TORRES;CAMPINA DO SIQUEIRA;15;COMERCIO;-25,442857;-49,3121849
AV. PRESIDENTE GETÚLIO VARGAS;REBOUÇAS;6;INDUSTRIA;-25,4427926;-49,2662569
AV. PRESIDENTE GETÚLIO VARGAS;ÁGUA VERDE;7;INDUSTRIA;-25,4427926;-49,2662569
AV. PRESIDENTE GETÚLIO VARGAS;REBOUÇAS;63;COMERCIO;-25,4427926;-49,2662569
AV. PRESIDENTE GETÚLIO VARGAS;VILA IZABEL;37;COMERCIO;-25,4427926;-49,2662569
AV. PRESIDENTE GETÚLIO VARGAS;ÁGUA VERDE;159;COMERCIO;-25,4427926;-49,2662569
R. MONTE CASTELO;TARUMÃ;4;INDUSTRIA;-25,44268605;-49,28577568
R. JOSÉ IZIDORO BIAZETTO;CAMPO COMPRIDO;27;COMERCIO;-25,4424483;-49,3430434
R. DESEMBARGADOR WESTPHALEN;CENTRO;4;INDUSTRIA;-25,4424389;-49,2683445
R. DESEMBARGADOR WESTPHALEN;PAROLIN;15;INDUSTRIA;-25,4424389;-49,2683445
R. DESEMBARGADOR WESTPHALEN;REBOUÇAS;7;INDUSTRIA;-25,4424389;-49,2683445
R. DESEMBARGADOR WESTPHALEN;CENTRO;282;COMERCIO;-25,4424389;-49,2683445
R. DESEMBARGADOR WESTPHALEN;PAROLIN;84;COMERCIO;-25,4424389;-49,2683445
R. DESEMBARGADOR WESTPHALEN;REBOUÇAS;140;COMERCIO;-25,4424389;-49,2683445
R. CONSTANTE LUNARDON;MOSSUNGUÊ;3;INDUSTRIA;-25,4423895;-49,3304153
R. BUENOS AIRES;BATEL;6;INDUSTRIA;-25,4423163;-49,2786288
R. BUENOS AIRES;BATEL;68;COMERCIO;-25,4423163;-49,2786288
R. BUENOS AIRES;ÁGUA VERDE;24;COMERCIO;-25,4423163;-49,2786288
AV. DO BATEL;BATEL;10;INDUSTRIA;-25,4420812;-49,287038
AV. DO BATEL;BATEL;306;COMERCIO;-25,4420812;-49,287038
R. DOM JOÃO VI;CAJURU;13;COMERCIO;-25,4420325;-49,2276413
R. DOUTOR REYNALDO MACHADO;PRADO VELHO;5;INDUSTRIA;-25,4419389;-49,2595354
R. DOUTOR REYNALDO MACHADO;PRADO VELHO;34;COMERCIO;-25,4419389;-49,2595354
AL. DOM PEDRO II;BATEL;62;COMERCIO;-25,441785;-49,2896094
R. TITO CALDERARI;CAMPINA DO SIQUEIRA;4;INDUSTRIA;-25,4417543;-49,3152224
R. ALFERES ANGELO SAMPAIO;ÁGUA VERDE;4;INDUSTRIA;-25,4416751;-49,2833796
R. ALFERES ANGELO SAMPAIO;BATEL;35;COMERCIO;-25,4416751;-49,2833796
R. ALFERES ANGELO SAMPAIO;BIGORRILHO;24;COMERCIO;-25,4416751;-49,2833796
R. ALFERES ANGELO SAMPAIO;ÁGUA VERDE;17;COMERCIO;-25,4416751;-49,2833796
R. URBANO LOPES;CRISTO REI;24;COMERCIO;-25,441647;-49,2348292
AV. IGUAÇÚ;REBOUÇAS;9;INDUSTRIA;-25,4415674;-49,2675043
AV. IGUAÇÚ;ÁGUA VERDE;21;INDUSTRIA;-25,4415674;-49,2675043
AV. IGUAÇÚ;REBOUÇAS;67;COMERCIO;-25,4415674;-49,2675043
AV. IGUAÇÚ;SEMINÁRIO;25;COMERCIO;-25,4415674;-49,2675043
AV. IGUAÇÚ;VILA IZABEL;25;COMERCIO;-25,4415674;-49,2675043
AV. IGUAÇÚ;ÁGUA VERDE;203;COMERCIO;-25,4415674;-49,2675043
R. ENGENHEIROS REBOUÇAS;REBOUÇAS;12;INDUSTRIA;-25,4414617;-49,2584907
R. ENGENHEIROS REBOUÇAS;JARDIM BOTÂNICO;18;COMERCIO;-25,4414617;-49,2584907
R. ENGENHEIROS REBOUÇAS;REBOUÇAS;65;COMERCIO;-25,4414617;-49,2584907
R. MONSENHOR IVO ZANLORENZI;CAMPINA DO SIQUEIRA;3;INDUSTRIA;-25,441289;-49,3354198
R. MONSENHOR IVO ZANLORENZI;MOSSUNGUÊ;21;COMERCIO;-25,441289;-49,3354198
R. HILDEBRANDO DE ARAÚJO;JARDIM BOTÂNICO;13;COMERCIO;-25,4411291;-49,2451017
R. CORONEL ARTHUR FERREIRA DE ABREU;CAPÃO DA IMBUIA;28;COMERCIO;-25,4406873;-49,2130229
R. BENEDITO CAROLLO;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,440654;-49,3722822
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CAMPO COMPRIDO;4;INDUSTRIA;-25,4405662;-49,3498134
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CIDADE INDUSTRIAL;7;INDUSTRIA;-25,4405662;-49,3498134
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;MOSSUNGUÊ;4;INDUSTRIA;-25,4405662;-49,3498134
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CAMPINA DO SIQUEIRA;336;COMERCIO;-25,4405662;-49,3498134
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CAMPO COMPRIDO;33;COMERCIO;-25,4405662;-49,3498134
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;CIDADE INDUSTRIAL;54;COMERCIO;-25,4405662;-49,3498134
R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;MOSSUNGUÊ;79;COMERCIO;-25,4405662;-49,3498134
R. ANGELO PIOTTO;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4405324;-49,3486616
R. JOSÉ RISSATO;CAPÃO DA IMBUIA;13;COMERCIO;-25,440386;-49,2329225
R. SYLVANO ALVES DA ROCHA LOURES;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4402809;-49,3749766
R. ARAGUAIA;CAPÃO DA IMBUIA;16;COMERCIO;-25,4401811;-49,2087565
R. CLÁVIO MOLINARI;CAPÃO DA IMBUIA;16;COMERCIO;-25,4399722;-49,2106112
AV. PRESIDENTE AFFONSO CAMARGO;CAPÃO DA IMBUIA;12;INDUSTRIA;-25,4398175;-49,2217413
AV. PRESIDENTE AFFONSO CAMARGO;CRISTO REI;5;INDUSTRIA;-25,4398175;-49,2217413
AV. PRESIDENTE AFFONSO CAMARGO;CAPÃO DA IMBUIA;52;COMERCIO;-25,4398175;-49,2217413
AV. PRESIDENTE AFFONSO CAMARGO;CRISTO REI;92;COMERCIO;-25,4398175;-49,2217413
AV. PRESIDENTE AFFONSO CAMARGO;JARDIM BOTÂNICO;30;COMERCIO;-25,4398175;-49,2217413
R. BENJAMIN LINS;BATEL;25;COMERCIO;-25,4398172;-49,2811233
R. PASTOR MANOEL VIRGÍNIO DE SOUZA;CAPÃO DA IMBUIA;25;COMERCIO;-25,4397138;-49,2124906
R. GUTEMBERG;BATEL;13;COMERCIO;-25,4397045;-49,2895059
R. LAMENHA LINS;PAROLIN;4;INDUSTRIA;-25,4396436;-49,2757512
R. LAMENHA LINS;REBOUÇAS;10;INDUSTRIA;-25,4396436;-49,2757512
R. LAMENHA LINS;CENTRO;40;COMERCIO;-25,4396436;-49,2757512
R. LAMENHA LINS;PAROLIN;14;COMERCIO;-25,4396436;-49,2757512
R. LAMENHA LINS;REBOUÇAS;102;COMERCIO;-25,4396436;-49,2757512
R. CORONEL DULCÍDIO;ÁGUA VERDE;3;INDUSTRIA;-25,43956;-49,2826897
R. CORONEL DULCÍDIO;BATEL;72;COMERCIO;-25,43956;-49,2826897
R. CORONEL DULCÍDIO;ÁGUA VERDE;38;COMERCIO;-25,43956;-49,2826897
AV. PREFEITO MAURÍCIO FRUET;CAJURU;4;INDUSTRIA;-25,4394904;-49,2238585
AV. PREFEITO MAURÍCIO FRUET;CAJURU;56;COMERCIO;-25,4394904;-49,2238585
R. JOÃO KOLESKI;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4392812;-49,3513049
R. TEIXEIRA COELHO;BATEL;35;COMERCIO;-25,4391237;-49,2883206
R. ADARI FERNANDO VISINONI;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4390505;-49,3613496
R. DOUTOR BRASÍLIO VICENTE DE CASTRO;CAMPO COMPRIDO;20;COMERCIO;-25,4389964;-49,3357772
R. PAULO CESAR CORDEIRO;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4389961;-49,3491062
R. ROCKEFELLER;REBOUÇAS;10;INDUSTRIA;-25,4389121;-49,2651378
R. ROCKEFELLER;PRADO VELHO;13;COMERCIO;-25,4389121;-49,2651378
R. ROCKEFELLER;REBOUÇAS;64;COMERCIO;-25,4389121;-49,2651378
R. PROFESSOR BENEDITO CONCEIÇÃO;CAPÃO DA IMBUIA;7;INDUSTRIA;-25,4388179;-49,215938
R. PROFESSOR BENEDITO CONCEIÇÃO;CAPÃO DA IMBUIA;30;COMERCIO;-25,4388179;-49,215938
R. ANTÔNIO OLÍVIO RODRIGUES;CAPÃO DA IMBUIA;24;COMERCIO;-25,4388001;-49,232453
R. DESEMBARGADOR COSTA CARVALHO;BATEL;20;COMERCIO;-25,438783;-49,2944761
R. GASTÃO CÂMARA;BIGORRILHO;6;INDUSTRIA;-25,4385447;-49,3012755
R. GASTÃO CÂMARA;BIGORRILHO;25;COMERCIO;-25,4385447;-49,3012755
R. PADRE PAULO WARKOCZ;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4385361;-49,3550879
R. PADRE PAULO WARKOCZ;CIDADE INDUSTRIAL;19;COMERCIO;-25,4385361;-49,3550879
R. ALFERES POLI;PAROLIN;7;INDUSTRIA;-25,4382835;-49,272636
R. ALFERES POLI;REBOUÇAS;15;INDUSTRIA;-25,4382835;-49,272636
R. ALFERES POLI;CENTRO;29;COMERCIO;-25,4382835;-49,272636
R. ALFERES POLI;PAROLIN;63;COMERCIO;-25,4382835;-49,272636
R. ALFERES POLI;REBOUÇAS;175;COMERCIO;-25,4382835;-49,272636
R. DOUTOR PEDROSA;CENTRO;5;INDUSTRIA;-25,4382718;-49,2772825
R. DOUTOR PEDROSA;CENTRO;68;COMERCIO;-25,4382718;-49,2772825
R. FRANCISCO MOTA MACHADO;CAPÃO DA IMBUIA;6;INDUSTRIA;-25,4381548;-49,2275466
R. FRANCISCO MOTA MACHADO;CAPÃO DA IMBUIA;26;COMERCIO;-25,4381548;-49,2275466
R. MAJOR HEITOR GUIMARÃES;CAMPINA DO SIQUEIRA;5;INDUSTRIA;-25,438138;-49,3111375
R. MAJOR HEITOR GUIMARÃES;CAMPINA DO SIQUEIRA;43;COMERCIO;-25,438138;-49,3111375
R. BENEDITO GUIL;TARUMÃ;3;INDUSTRIA;-25,4381008;-49,2311629
R. BENEDITO GUIL;CAPÃO DA IMBUIA;15;COMERCIO;-25,4381008;-49,2311629
AV. NOSSA SENHORA DA PENHA;CRISTO REI;22;COMERCIO;-25,4380997;-49,2349805
R. CORONEL MENNA BARRETO MONCLARO;CENTRO;18;COMERCIO;-25,4380733;-49,2799985
R. BRASÍLIO ITIBERÊ;JARDIM BOTÂNICO;4;INDUSTRIA;-25,4379351;-49,2453703
R. BRASÍLIO ITIBERÊ;REBOUÇAS;15;INDUSTRIA;-25,4379351;-49,2453703
R. BRASÍLIO ITIBERÊ;ÁGUA VERDE;5;INDUSTRIA;-25,4379351;-49,2453703
R. BRASÍLIO ITIBERÊ;JARDIM BOTÂNICO;17;COMERCIO;-25,4379351;-49,2453703
R. BRASÍLIO ITIBERÊ;REBOUÇAS;52;COMERCIO;-25,4379351;-49,2453703
R. BRASÍLIO ITIBERÊ;ÁGUA VERDE;81;COMERCIO;-25,4379351;-49,2453703
AV. PREFEITO OMAR SABBAG;JARDIM BOTÂNICO;26;COMERCIO;-25,4379197;-49,2512464
AL. JÚLIA DA COSTA;BIGORRILHO;3;INDUSTRIA;-25,437821;-49,3051228
AL. JÚLIA DA COSTA;MERCÊS;4;INDUSTRIA;-25,437821;-49,3051228
AL. JÚLIA DA COSTA;BIGORRILHO;53;COMERCIO;-25,437821;-49,3051228
AL. JÚLIA DA COSTA;CAMPINA DO SIQUEIRA;22;COMERCIO;-25,437821;-49,3051228
AL. JÚLIA DA COSTA;MERCÊS;15;COMERCIO;-25,437821;-49,3051228
R. ENGENHEIRO JOÃO VISINONI;CIDADE INDUSTRIAL;13;COMERCIO;-25,4378069;-49,360039
R. PADRE JOÃO KOMINEK;CIDADE INDUSTRIAL;15;COMERCIO;-25,4377914;-49,3581164
R. PADRE JOSÉ LOPACINSKI;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4377724;-49,3557679
R. PADRE JOSÉ LOPACINSKI;CIDADE INDUSTRIAL;45;COMERCIO;-25,4377724;-49,3557679
AL. DOUTOR CARLOS DE CARVALHO;BIGORRILHO;3;INDUSTRIA;-25,4377499;-49,2919084
AL. DOUTOR CARLOS DE CARVALHO;CENTRO;15;INDUSTRIA;-25,4377499;-49,2919084
AL. DOUTOR CARLOS DE CARVALHO;BATEL;78;COMERCIO;-25,4377499;-49,2919084
AL. DOUTOR CARLOS DE CARVALHO;BIGORRILHO;61;COMERCIO;-25,4377499;-49,2919084
AL. DOUTOR CARLOS DE CARVALHO;CENTRO;239;COMERCIO;-25,4377499;-49,2919084
R. EURICO JULIO BETTEGA;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4377472;-49,367999
R. OYAPOCK;CRISTO REI;20;COMERCIO;-25,4375711;-49,2378354
R. PAULO GORSKI;MOSSUNGUÊ;4;INDUSTRIA;-25,4375602;-49,3225827
R. PAULO GORSKI;MOSSUNGUÊ;38;COMERCIO;-25,4375602;-49,3225827
R. ENGENHEIRO ALBERTO MONTEIRO DE CARVALHO;CAPÃO DA IMBUIA;3;INDUSTRIA;-25,4374182;-49,2082521
R. ENGENHEIRO ALBERTO MONTEIRO DE CARVALHO;CAPÃO DA IMBUIA;36;COMERCIO;-25,4374182;-49,2082521
R. GOVERNADOR AGAMENON MAGALHÃES;CRISTO REI;3;INDUSTRIA;-25,4373039;-49,2363084
R. GOVERNADOR AGAMENON MAGALHÃES;CRISTO REI;28;COMERCIO;-25,4373039;-49,2363084
R. GENERAL ARISTIDES ATHAYDE JÚNIOR;BIGORRILHO;31;COMERCIO;-25,4372389;-49,2951394
R. DEPUTADO HEITOR ALENCAR FURTADO;CAMPO COMPRIDO;13;INDUSTRIA;-25,4371843;-49,3102321
R. DEPUTADO HEITOR ALENCAR FURTADO;CAMPO COMPRIDO;20;COMERCIO;-25,4371843;-49,3102321
R. OCTAVIO SCHIAVON;CAPÃO DA IMBUIA;19;COMERCIO;-25,4370888;-49,2229978
R. PADRE GIACOMO CUSMANO;CAMPINA DO SIQUEIRA;14;COMERCIO;-25,4370317;-49,3068764
R. PADRE BOLESLAU LUCAS BAYER;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4369255;-49,3551192
R. DO SEMEADOR;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4369121;-49,2664488
R. EMILIANO PERNETA;CENTRO;16;INDUSTRIA;-25,4367417;-49,2771789
R. EMILIANO PERNETA;CENTRO;296;COMERCIO;-25,4367417;-49,2771789
R. RAUL CARON;CAPÃO DA IMBUIA;14;COMERCIO;-25,4366118;-49,2127934
R. PROFESSORA ANTONIA REGINATO VIANNA;CAPÃO DA IMBUIA;5;INDUSTRIA;-25,4363954;-49,2077293
R. PROFESSORA ANTONIA REGINATO VIANNA;CAPÃO DA IMBUIA;33;COMERCIO;-25,4363954;-49,2077293
AV. MARECHAL HUMBERTO DE ALENCAR C BRANCO;CRISTO REI;3;INDUSTRIA;-25,4362232;-49,2354556
AV. MARECHAL HUMBERTO DE ALENCAR C BRANCO;CRISTO REI;21;COMERCIO;-25,4362232;-49,2354556
AV. MARECHAL HUMBERTO DE ALENCAR C BRANCO;TARUMÃ;20;COMERCIO;-25,4362232;-49,2354556
R. JOSÉ DE ALENCAR;ALTO DA RUA XV;15;COMERCIO;-25,4362232;-49,2354556
R. PADRE ESTANISLAU PIASECKI;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4361932;-49,3581513
R. PADRE ESTANISLAU PIASECKI;CIDADE INDUSTRIAL;16;COMERCIO;-25,4361932;-49,3581513
R. COMENDADOR ARAÚJO;CENTRO;13;INDUSTRIA;-25,436029;-49,2791802
R. COMENDADOR ARAÚJO;BATEL;175;COMERCIO;-25,436029;-49,2791802
R. COMENDADOR ARAÚJO;CENTRO;301;COMERCIO;-25,436029;-49,2791802
R. BARÃO DO RIO BRANCO;CENTRO;6;INDUSTRIA;-25,4358906;-49,2665544
R. BARÃO DO RIO BRANCO;***;19;COMERCIO;-25,4358906;-49,2665544
R. BARÃO DO RIO BRANCO;CENTRO;128;COMERCIO;-25,4358906;-49,2665544
R. JERÔNIMO DURSKI;BIGORRILHO;34;COMERCIO;-25,4356614;-49,3063752
R. JERÔNIMO DURSKI;CAMPINA DO SIQUEIRA;18;COMERCIO;-25,4356614;-49,3063752
R. SCHILLER;ALTO DA RUA XV;4;INDUSTRIA;-25,4356181;-49,2511039
R. SCHILLER;HUGO LANGE;3;INDUSTRIA;-25,4356181;-49,2511039
R. SCHILLER;ALTO DA RUA XV;16;COMERCIO;-25,4356181;-49,2511039
R. CORONEL PEDRO SCHERER SOBRINHO;CRISTO REI;6;INDUSTRIA;-25,4355902;-49,2388591
R. CORONEL PEDRO SCHERER SOBRINHO;CRISTO REI;23;COMERCIO;-25,4355902;-49,2388591
R. GRA NICCO;MOSSUNGUÊ;4;INDUSTRIA;-25,4353713;-49,332782
R. GRA NICCO;MOSSUNGUÊ;31;COMERCIO;-25,4353713;-49,332782
R. PROFESSOR JOÃO FALARZ;CIDADE INDUSTRIAL;7;INDUSTRIA;-25,4353101;-49,350217
R. PROFESSOR JOÃO FALARZ;ORLEANS;5;INDUSTRIA;-25,4353101;-49,350217
R. PROFESSOR JOÃO FALARZ;CAMPO COMPRIDO;48;COMERCIO;-25,4353101;-49,350217
R. PROFESSOR JOÃO FALARZ;CIDADE INDUSTRIAL;85;COMERCIO;-25,4353101;-49,350217
R. PROFESSOR JOÃO FALARZ;ORLEANS;83;COMERCIO;-25,4353101;-49,350217
R. MARIANO TORRES;CENTRO;82;COMERCIO;-25,43527;-49,2603221
R. MARTIM AFONSO;BIGORRILHO;3;INDUSTRIA;-25,4350818;-49,3016891
R. MARTIM AFONSO;BIGORRILHO;34;COMERCIO;-25,4350818;-49,3016891
R. MARTIM AFONSO;MERCÊS;14;COMERCIO;-25,4350818;-49,3016891
R. LOURENÇO PINTO;CENTRO;41;COMERCIO;-25,4349107;-49,2687402
R. ANSELMO DE LIMA FILHO;CIDADE INDUSTRIAL;11;INDUSTRIA;-25,4347743;-49,3722573
R. ANSELMO DE LIMA FILHO;CIDADE INDUSTRIAL;36;COMERCIO;-25,4347743;-49,3722573
AL. PRINCESA IZABEL;BIGORRILHO;7;INDUSTRIA;-25,4347546;-49,2951269
AL. PRINCESA IZABEL;BIGORRILHO;60;COMERCIO;-25,4347546;-49,2951269
AV. SÃO JOSÉ;CRISTO REI;8;INDUSTRIA;-25,4347313;-49,2407771
AV. SÃO JOSÉ;CRISTO REI;83;COMERCIO;-25,4347313;-49,2407771
R. DESEMBARGADOR OTÁVIO DO AMARAL;BIGORRILHO;3;INDUSTRIA;-25,4346853;-49,2924909
R. DESEMBARGADOR OTÁVIO DO AMARAL;BIGORRILHO;47;COMERCIO;-25,4346853;-49,2924909
R. JOÃO NEGRÃO;CENTRO;9;INDUSTRIA;-25,4345625;-49,2645172
R. JOÃO NEGRÃO;REBOUÇAS;3;INDUSTRIA;-25,4345625;-49,2645172
R. JOÃO NEGRÃO;***;26;COMERCIO;-25,4345625;-49,2645172
R. JOÃO NEGRÃO;CENTRO;215;COMERCIO;-25,4345625;-49,2645172
R. JOÃO NEGRÃO;REBOUÇAS;85;COMERCIO;-25,4345625;-49,2645172
R. SENADOR ALENCAR GUIMARÃES;***;13;COMERCIO;-25,4343187;-49,2745117
R. SENADOR ALENCAR GUIMARÃES;CENTRO;90;COMERCIO;-25,4343187;-49,2745117
R. FREDERICO STADLER JUNIOR;CAPÃO DA IMBUIA;28;COMERCIO;-25,4343096;-49,2208314
R. OTELO QUEIROLO;BIGORRILHO;4;INDUSTRIA;-25,4342254;-49,3077685
R. AMADEU PIOTTO;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4341081;-49,3527792
R. AMADEU PIOTTO;CIDADE INDUSTRIAL;15;COMERCIO;-25,4341081;-49,3527792
R. SALDANHA MARINHO;CENTRO;7;INDUSTRIA;-25,4340974;-49,2861093
R. SALDANHA MARINHO;BIGORRILHO;35;COMERCIO;-25,4340974;-49,2861093
R. SALDANHA MARINHO;CENTRO;144;COMERCIO;-25,4340974;-49,2861093
R. EUCLIDES DA CUNHA;BIGORRILHO;32;COMERCIO;-25,4338741;-49,2983657
R. JOSÉ NICCO;MOSSUNGUÊ;4;INDUSTRIA;-25,4338429;-49,3348184
R. OSMÁRIO DE LIMA;CAPÃO DA IMBUIA;3;INDUSTRIA;-25,4337706;-49,2192075
R. OSMÁRIO DE LIMA;CAPÃO DA IMBUIA;40;COMERCIO;-25,4337706;-49,2192075
R. DA PAZ;JARDIM BOTÂNICO;3;INDUSTRIA;-25,4337102;-49,2566797
R. DA PAZ;CENTRO;50;COMERCIO;-25,4337102;-49,2566797
R. DA PAZ;JARDIM BOTÂNICO;23;COMERCIO;-25,4337102;-49,2566797
R. CONSELHEIRO LAURINDO;CENTRO;13;INDUSTRIA;-25,4336229;-49,2634212
R. CONSELHEIRO LAURINDO;***;13;COMERCIO;-25,4336229;-49,2634212
R. CONSELHEIRO LAURINDO;CENTRO;291;COMERCIO;-25,4336229;-49,2634212
R. CONSELHEIRO LAURINDO;PRADO VELHO;15;COMERCIO;-25,4336229;-49,2634212
R. SUÉCIA;TARUMÃ;20;COMERCIO;-25,4336053;-49,2203955
R. ANTONIO ALVES;CAMPO DE SANTANA;3;INDUSTRIA;-25,4335076;-49,2546442
R. FRANCISCO ALVES GUIMARAES;CRISTO REI;4;INDUSTRIA;-25,4335076;-49,2546442
R. FRANCISCO ALVES GUIMARAES;CRISTO REI;14;COMERCIO;-25,4335076;-49,2546442
R. FRANCISCO TORRES;CENTRO;5;INDUSTRIA;-25,4333811;-49,2602037
R. FRANCISCO TORRES;CENTRO;69;COMERCIO;-25,4333811;-49,2602037
AV. VICENTE MACHADO;BATEL;4;INDUSTRIA;-25,4332974;-49,2769665
AV. VICENTE MACHADO;CENTRO;7;INDUSTRIA;-25,4332974;-49,2769665
AV. VICENTE MACHADO;BATEL;88;COMERCIO;-25,4332974;-49,2769665
AV. VICENTE MACHADO;CAMPINA DO SIQUEIRA;19;COMERCIO;-25,4332974;-49,2769665
AV. VICENTE MACHADO;CENTRO;199;COMERCIO;-25,4332974;-49,2769665
AV. VICENTE MACHADO;SEMINÁRIO;13;COMERCIO;-25,4332974;-49,2769665
R. ANDRE DE BARROS;CENTRO;170;COMERCIO;-25,4331229;-49,2645255
R. PADRE ANCHIETA;BIGORRILHO;27;INDUSTRIA;-25,4328735;-49,2987196
R. PADRE ANCHIETA;MERCÊS;4;INDUSTRIA;-25,4328735;-49,2987196
R. PADRE ANCHIETA;BIGORRILHO;396;COMERCIO;-25,4328735;-49,2987196
R. PADRE ANCHIETA;MERCÊS;42;COMERCIO;-25,4328735;-49,2987196
AL. AUGUSTO STELLFELD;CENTRO;5;INDUSTRIA;-25,4328365;-49,2867283
AL. AUGUSTO STELLFELD;BIGORRILHO;55;COMERCIO;-25,4328365;-49,2867283
AL. AUGUSTO STELLFELD;CENTRO;34;COMERCIO;-25,4328365;-49,2867283
AL. AUGUSTO STELLFELD;SÃO FRANCISCO;17;COMERCIO;-25,4328365;-49,2867283
R. MONSENHOR CELSO;CENTRO;77;COMERCIO;-25,4327407;-49,2700594
R. FIORAVANTE DALLA STELLA;CRISTO REI;18;COMERCIO;-25,4321797;-49,2462234
AV. LUIZ XAVIER;CENTRO;4;INDUSTRIA;-25,4321506;-49,2742701
AV. LUIZ XAVIER;CENTRO;122;COMERCIO;-25,4321506;-49,2742701
R. NILO CAIRO;CENTRO;71;COMERCIO;-25,4320125;-49,2619334
R. MARECHAL JOSÉ BERNARDINO BORMANN;BIGORRILHO;3;INDUSTRIA;-25,432003;-49,3005314
R. MARECHAL JOSÉ BERNARDINO BORMANN;BIGORRILHO;24;COMERCIO;-25,432003;-49,3005314
R. CANDIDO LOPES;CENTRO;77;COMERCIO;-25,4319977;-49,275536
R. ENGENHEIRO ANTONIO BATISTA RIBAS;TARUMÃ;3;INDUSTRIA;-25,4318942;-49,223839
R. HAYTON DA SILVA PEREIRA;CAPÃO DA IMBUIA;9;INDUSTRIA;-25,4318482;-49,2122163
R. HAYTON DA SILVA PEREIRA;CAPÃO DA IMBUIA;39;COMERCIO;-25,4318482;-49,2122163
R. ALEIXO KLOSS;MOSSUNGUÊ;3;INDUSTRIA;-25,4317387;-49,3328908
R. PROFESSOR FERNANDO MOREIRA;CENTRO;16;COMERCIO;-25,4315922;-49,2784628
R. SETE DE ABRIL;ALTO DA RUA XV;3;INDUSTRIA;-25,431551;-49,2567544
R. SETE DE ABRIL;ALTO DA RUA XV;38;COMERCIO;-25,431551;-49,2567544
R. ADOLPHO BRESSAN;ORLEANS;3;INDUSTRIA;-25,4314048;-49,3442067
R. DESEMBARGADOR ERMELINO DE LEÃO;CENTRO;38;COMERCIO;-25,4312965;-49,2751215
AL. CABRAL;CENTRO;33;COMERCIO;-25,4311674;-49,2773909
AL. CABRAL;SÃO FRANCISCO;30;COMERCIO;-25,4311674;-49,2773909
AL. DOUTOR MURICY;CENTRO;7;INDUSTRIA;-25,4310945;-49,2729002
R. CANDIDO DE LEÃO;CENTRO;4;INDUSTRIA;-25,4310945;-49,2729002
AL. DOUTOR MURICY;CENTRO;254;COMERCIO;-25,4310945;-49,2729002
R. CANDIDO DE LEÃO;CENTRO;35;COMERCIO;-25,4310945;-49,2729002
R. TIBAGI;CENTRO;6;INDUSTRIA;-25,431069;-49,2632221
R. TIBAGI;CENTRO;120;COMERCIO;-25,431069;-49,2632221
R. CRUZ MACHADO;CENTRO;3;INDUSTRIA;-25,4309418;-49,2767381
R. VOLUNTÁRIOS DA PÁTRIA;CENTRO;8;INDUSTRIA;-25,4309418;-49,2767381
R. CRUZ MACHADO;CENTRO;76;COMERCIO;-25,4309418;-49,2767381
R. VOLUNTÁRIOS DA PÁTRIA;CENTRO;250;COMERCIO;-25,4309418;-49,2767381
R. 21 DE JUNHO;CAPÃO DA IMBUIA;3;INDUSTRIA;-25,430933;-49,2156028
R. FREI ORLANDO;TARUMÃ;22;COMERCIO;-25,430883;-49,2362821
