ENDERECO;BAIRRO;QUANTIDADE;TIPO
R. JOSÉ PEREIRA DE ARAÚJO;CAPÃO RASO;7;INDUSTRIA
R. JOSÉ RAKSA;CAPÃO RASO;3;INDUSTRIA
R. JOSÉ RIETMEYER;UBERABA;3;INDUSTRIA
R. JOSÉ RODRIGUES PINHEIRO;CAPÃO RASO;8;INDUSTRIA
R. JOSÉ RODRIGUES PINHEIRO;CIDADE INDUSTRIAL;3;INDUSTRIA
R. JOSÉ RUBENS DE LIMA;SÃO BRAZ;3;INDUSTRIA
R. JOSÉ SCROCCARO;UMBARÁ;3;INDUSTRIA
R. JOSÉ SEBASTIÃO BALTAZAR;CIDADE INDUSTRIAL;3;INDUSTRIA
R. JOSÉ VALLE;SANTA FELICIDADE;3;INDUSTRIA
R. JOSÉ VALLE;SÃO JOÃO;4;INDUSTRIA
R. JOSÉ VERÍSSIMO;BAIRRO ALTO;3;INDUSTRIA
R. JOSÉ ZALESKI;CAPÃO RASO;8;INDUSTRIA
R. JOVENILSON AMÉRICO DE OLIVEIRA;TATUQUARA;6;INDUSTRIA
R. JOVINA DE OLIVEIRA KARAN;CAPÃO RASO;7;INDUSTRIA
R. JOÃO ALENCAR GUIMARÃES;SANTA QUITÉRIA;10;INDUSTRIA
R. JOÃO ALVES;CIDADE INDUSTRIAL;3;INDUSTRIA
R. JOÃO AMADEU PEDRO BOM;TATUQUARA;3;INDUSTRIA
R. JOÃO ANTÔNIO XAVIER;ÁGUA VERDE;4;INDUSTRIA
R. JOÃO BALLA;SÃO BRAZ;4;INDUSTRIA
R. JOÃO BARBOSA DE ALMEIDA;XAXIM;3;INDUSTRIA
R. JOÃO BATISTA TRENTIN;TINGUI;4;INDUSTRIA
R. JOÃO BATISTA ZAGONEL PASSOS;XAXIM;3;INDUSTRIA
R. JOÃO BERTOLDI;CAMPO DE SANTANA;4;INDUSTRIA
R. JOÃO BONAT;NOVO MUNDO;3;INDUSTRIA
R. JOÃO BORSATO;PORTÃO;5;INDUSTRIA
R. JOÃO BUDEL;BUTIATUVINHA;5;INDUSTRIA
R. JOÃO CHEDE;CIDADE INDUSTRIAL;22;INDUSTRIA
R. JOÃO DE OLIVEIRA FRANCO;FANNY;3;INDUSTRIA
R. JOÃO DEMBINSKI;CIDADE INDUSTRIAL;13;INDUSTRIA
R. JOÃO ELOY DE SOUZA;SÍTIO CERCADO;3;INDUSTRIA
R. JOÃO FAIN;BOQUEIRÃO;5;INDUSTRIA
R. JOÃO FERREIRA SOBRINHO;CIDADE INDUSTRIAL;6;INDUSTRIA
R. JOÃO GAPSKI;CIDADE INDUSTRIAL;3;INDUSTRIA
R. JOÃO HAVRO;BOA VISTA;3;INDUSTRIA
R. JOÃO KOLESKI;CIDADE INDUSTRIAL;3;INDUSTRIA
R. JOÃO LUNARDELLI;CIDADE INDUSTRIAL;5;INDUSTRIA
R. JOÃO NEGRÃO;CENTRO;9;INDUSTRIA
R. JOÃO NEGRÃO;REBOUÇAS;3;INDUSTRIA
R. JOÃO PEREIRA DA SILVA;PILARZINHO;3;INDUSTRIA
R. JOÃO RAMALHO;BAIRRO ALTO;3;INDUSTRIA
R. JOÃO REBOLI;SANTA CÂNDIDA;3;INDUSTRIA
R. JOÃO REFFO;SANTA FELICIDADE;9;INDUSTRIA
R. JOÃO RODOLFO SCHLENKER;PORTÃO;3;INDUSTRIA
R. JOÃO RODOLFO SCHLENKER;ÁGUA VERDE;3;INDUSTRIA
R. JOÃO SANTO MIOLA;BUTIATUVINHA;3;INDUSTRIA
R. JOÃO TOBIAS DE PAIVA NETTO;CAJURU;5;INDUSTRIA
R. JOÃO TSCHANNERL;VISTA ALEGRE;5;INDUSTRIA
R. JOÃO VOLPE;BUTIATUVINHA;3;INDUSTRIA
R. JUAREZ ANTONIO MATTEI;XAXIM;3;INDUSTRIA
R. JULIO HOOG;XAXIM;3;INDUSTRIA
R. JUSSARA;SÍTIO CERCADO;14;INDUSTRIA
R. JÚLIO EDUARDO GINESTE;SANTA QUITÉRIA;4;INDUSTRIA
R. JÚLIO MAITO SOBRINHO;UBERABA;3;INDUSTRIA
R. JÚLIO ZANINELLI;BOM RETIRO;4;INDUSTRIA
R. LA SALLE;PINHEIRINHO;3;INDUSTRIA
R. LAMENHA LINS;PAROLIN;4;INDUSTRIA
R. LAMENHA LINS;REBOUÇAS;10;INDUSTRIA
R. LAUDELINO FERREIRA LOPES;CAPÃO RASO;6;INDUSTRIA
R. LAUDELINO FERREIRA LOPES;NOVO MUNDO;3;INDUSTRIA
R. LAVÍNIA ZANON;BACACHERI;4;INDUSTRIA
R. LEANDRO DACHEUX DO NASCIMENTO JÚNIOR;CIDADE INDUSTRIAL;4;INDUSTRIA
R. LEON NICOLAS;CAPÃO RASO;7;INDUSTRIA
R. LEON TOLSTOI;LINDÓIA;6;INDUSTRIA
R. LEONARDO PIANOWSKI;PINHEIRINHO;10;INDUSTRIA
R. LEONOR CARDOSO;CAMPO COMPRIDO;3;INDUSTRIA
R. LEÃO SALLUM;BOA VISTA;4;INDUSTRIA
R. LEÓPOLIS;ALTO BOQUEIRÃO;3;INDUSTRIA
R. LEÔNCIO DEROSSO;XAXIM;5;INDUSTRIA
R. LIMA BARRETO;JARDIM DAS AMÉRICAS;3;INDUSTRIA
R. LODOVICO GERONAZZO;BOA VISTA;11;INDUSTRIA
R. LODOVICO KAMINSKI;CIDADE INDUSTRIAL;6;INDUSTRIA
R. LONDRINA;SÍTIO CERCADO;3;INDUSTRIA
R. LORICEIA ANTONELLO;CIDADE INDUSTRIAL;4;INDUSTRIA
R. LOTHÁRIO BOUTIN;PINHEIRINHO;4;INDUSTRIA
R. LOURIVAL FRANÇA PEREIRA;SÃO BRAZ;4;INDUSTRIA
R. LOURIVAL WENDLER;CAJURU;3;INDUSTRIA
R. LUCAS CARVALHO;CAMPO DE SANTANA;3;INDUSTRIA
R. LUCIANA SAMMUT ROSENTHAL;NOVO MUNDO;3;INDUSTRIA
R. LUCIANO PIUZZI;PINHEIRINHO;3;INDUSTRIA
R. LUDOVICO ZANIER;CIDADE INDUSTRIAL;28;INDUSTRIA
R. LUIZ AUGUSTO DE TOLEDO LEITE;UMBARÁ;3;INDUSTRIA
R. LUIZ CARLOS DORECKI;CAJURU;4;INDUSTRIA
R. LUIZ FRANÇA;CAJURU;20;INDUSTRIA
R. LUIZ LEDUC;VISTA ALEGRE;4;INDUSTRIA
R. LUIZ LEOPOLDO LANDAL;NOVO MUNDO;3;INDUSTRIA
R. LUIZ PARIGOT DE SOUZA;PORTÃO;7;INDUSTRIA
R. LUIZ RONALDO CANALLI;CAMPO COMPRIDO;5;INDUSTRIA
R. LUIZ STOPINSKI;CIDADE INDUSTRIAL;4;INDUSTRIA
R. LUIZ TRAMONTIN;CIDADE INDUSTRIAL;4;INDUSTRIA
R. LUIZ VALENZA;CIDADE INDUSTRIAL;4;INDUSTRIA
R. LUIZ VISINONI;CAJURU;4;INDUSTRIA
R. LUPIONÓPOLIS;SÍTIO CERCADO;8;INDUSTRIA
R. LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;3;INDUSTRIA
R. LÍRIO DO VALE;CAJURU;4;INDUSTRIA
R. MACEIÓ;CAJURU;8;INDUSTRIA
R. MAESTRO CARLOS FRANK;ALTO BOQUEIRÃO;8;INDUSTRIA
R. MAESTRO CARLOS FRANK;BOQUEIRÃO;17;INDUSTRIA
R. MAESTRO FRANCISCO ANTONELLO;FANNY;20;INDUSTRIA
R. MAGDALENA TABORDA RIBAS;NOVO MUNDO;3;INDUSTRIA
R. MAJOR ALBERTO PEREIRA JORGE;SEMINÁRIO;3;INDUSTRIA
R. MAJOR FABRICIANO DO RÊGO BARROS;HAUER;5;INDUSTRIA
R. MAJOR FRANÇA GOMES;SANTA QUITÉRIA;3;INDUSTRIA
R. MAJOR HEITOR GUIMARÃES;CAMPINA DO SIQUEIRA;5;INDUSTRIA
R. MAJOR THEOLINDO FERREIRA RIBAS;BOQUEIRÃO;4;INDUSTRIA
R. MAJOR THEOLINDO FERREIRA RIBAS;HAUER;5;INDUSTRIA
R. MAJOR VICENTE DE CASTRO;FANNY;19;INDUSTRIA
R. MANDIRITUBA;SÍTIO CERCADO;12;INDUSTRIA
R. MANOEL DE SOUZA DIAS NEGRÃO;BOA VISTA;3;INDUSTRIA
R. MANOEL EUFRÁSIO;JUVEVÊ;3;INDUSTRIA
R. MANOEL MANFREDINI;CIDADE INDUSTRIAL;5;INDUSTRIA
R. MANOEL VALDOMIRO DE MACEDO;CIDADE INDUSTRIAL;6;INDUSTRIA
R. MARCO POLO;BAIRRO ALTO;7;INDUSTRIA
R. MARCOLINA CAETANA CHAVES;SÍTIO CERCADO;3;INDUSTRIA
R. MARCOS MOCELLIN;SANTA FELICIDADE;9;INDUSTRIA
R. MARCÍLIO DIAS;BAIRRO ALTO;4;INDUSTRIA
R. MARECHAL ALTHAYR ROSZANNIY;CAPÃO RASO;4;INDUSTRIA
R. MARECHAL ANOR TEIXEIRA DOS SANTOS;BOA VISTA;4;INDUSTRIA
R. MARECHAL DEODORO;ALTO DA RUA XV;3;INDUSTRIA
R. MARECHAL DEODORO;CENTRO;18;INDUSTRIA
R. MARECHAL JOSÉ BERNARDINO BORMANN;BIGORRILHO;3;INDUSTRIA
R. MARECHAL MALLET;AHÚ;4;INDUSTRIA
R. MARECHAL OCTÁVIO SALDANHA MAZZA;CAPÃO RASO;4;INDUSTRIA
R. MARECHAL OCTÁVIO SALDANHA MAZZA;PINHEIRINHO;3;INDUSTRIA
R. MARIA BIZINELLI;CAMPO COMPRIDO;3;INDUSTRIA
R. MARIA DA LUZ ROCHA BELÃO;XAXIM;3;INDUSTRIA
R. MARIA DE SOUZA COELHO;CIDADE INDUSTRIAL;5;INDUSTRIA
R. MARIA HELENA BRANDÃO;CIDADE INDUSTRIAL;4;INDUSTRIA
R. MARIA HOMAN WISNIEWSKI;CIDADE INDUSTRIAL;3;INDUSTRIA
R. MARIA LUZARDI BERTOLDI;CAMPO DE SANTANA;3;INDUSTRIA
R. MARIA MARCHIORI FANTINATO;ATUBA;3;INDUSTRIA
R. MARIA TREVISAN TORTATO;NOVO MUNDO;4;INDUSTRIA
R. MARIALVA;SÍTIO CERCADO;4;INDUSTRIA
R. MARIANO GARDOLINSKI;SANTA CÂNDIDA;6;INDUSTRIA
R. MARQUÊS DO PARANÁ;ÁGUA VERDE;5;INDUSTRIA
R. MARTE;SÍTIO CERCADO;4;INDUSTRIA
R. MARTIM AFONSO;BIGORRILHO;3;INDUSTRIA
R. MARTINIANO CECCON PAROLIN;XAXIM;4;INDUSTRIA
R. MARTINS FONTES;FAZENDINHA;9;INDUSTRIA
R. MARÇAL GUARANI;UMBARÁ;3;INDUSTRIA
R. MATEUS LEME;ABRANCHES;4;INDUSTRIA
R. MATEUS LEME;BOM RETIRO;3;INDUSTRIA
R. MATEUS LEME;CENTRO CÍVICO;5;INDUSTRIA
R. MATO GROSSO;ÁGUA VERDE;3;INDUSTRIA
R. MAURICIO NUNES GARCIA;JARDIM BOTÂNICO;3;INDUSTRIA
R. MAUÁ;ALTO DA GLÓRIA;6;INDUSTRIA
R. MAXIMILIANO BOSCARDIN;FAZENDINHA;4;INDUSTRIA
R. MAXIMINO ZANON;BACACHERI;3;INDUSTRIA
R. MERCEDES STRESSER;BAIRRO ALTO;3;INDUSTRIA
R. MERCÚRIO;SÍTIO CERCADO;5;INDUSTRIA
R. MIGUEL CALUF;CAJURU;8;INDUSTRIA
R. MIGUEL PIEKARSKI;BOA VISTA;3;INDUSTRIA
R. MILTON MIRAMIR VISINONI;SÍTIO CERCADO;4;INDUSTRIA
R. MINISTRO FLÁVIO SUPLICY DE LACERDA;SÍTIO CERCADO;3;INDUSTRIA
R. MONSENHOR DUNAND;UBERABA;3;INDUSTRIA
R. MONSENHOR IVO ZANLORENZI;CAMPINA DO SIQUEIRA;3;INDUSTRIA
R. MONTE CASTELO;TARUMÃ;4;INDUSTRIA
R. MOREIRA SALES;SÍTIO CERCADO;5;INDUSTRIA
R. MORRETES;PORTÃO;4;INDUSTRIA
R. MOYSES GUTZTEIN;SÍTIO CERCADO;6;INDUSTRIA
R. MUNICÍPIO DE ENÉAS MARQUES;CIDADE INDUSTRIAL;3;INDUSTRIA
R. MURILO DO AMARAL FERREIRA;ÁGUA VERDE;3;INDUSTRIA
R. MÁRIO CHAUBALD BISCAIA;NOVO MUNDO;4;INDUSTRIA
R. MÁRIO GASPARIN;SÍTIO CERCADO;4;INDUSTRIA
R. MÁRIO GOMES CÉZAR;PINHEIRINHO;5;INDUSTRIA
R. MÁRIO ZANLORENZI;CAMPO COMPRIDO;3;INDUSTRIA
R. MÁXIMO JOÃO KOPP;SANTA CÂNDIDA;3;INDUSTRIA
R. MÉXICO;BACACHERI;5;INDUSTRIA
R. NAIR FERRAZ CAZELLATO;ALTO BOQUEIRÃO;5;INDUSTRIA
R. NAPOLEÃO BONAPARTE;BAIRRO ALTO;5;INDUSTRIA
R. NATAL;CAJURU;15;INDUSTRIA
R. NELSON DEIP;CIDADE INDUSTRIAL;3;INDUSTRIA
R. NELSON FERREIRA DA LUZ;CAMPO COMPRIDO;5;INDUSTRIA
R. NICARÁGUA;BACACHERI;8;INDUSTRIA
R. NICOLA PELLANDA;PINHEIRINHO;9;INDUSTRIA
R. NICOLA PELLANDA;SÍTIO CERCADO;4;INDUSTRIA
R. NICOLA PELLANDA;UMBARÁ;23;INDUSTRIA
R. NICOLAU JOSÉ GRAVINA;SANTA FELICIDADE;5;INDUSTRIA
R. NICOLAU SALOMÃO;TINGUI;3;INDUSTRIA
R. NICOLAU SERRATO SOBRINHO;NOVO MUNDO;3;INDUSTRIA
R. NILO PEÇANHA;BOM RETIRO;6;INDUSTRIA
R. NILO PEÇANHA;PILARZINHO;4;INDUSTRIA
R. NITEROI;CAJURU;8;INDUSTRIA
R. NIVALDO MEDVID;CIDADE INDUSTRIAL;3;INDUSTRIA
R. NOSSA SENHORA DE NAZARÉ;BOA VISTA;7;INDUSTRIA
R. NOSSA SENHORA DO PERPÉTUO SOCORRO;CAPÃO RASO;7;INDUSTRIA
R. NOVA AMÉRICA;CAMPO COMPRIDO;3;INDUSTRIA
R. NOVA AURORA;SÍTIO CERCADO;4;INDUSTRIA
R. NOVA ESPERANÇA;SÍTIO CERCADO;8;INDUSTRIA
R. NUNES MACHADO;CENTRO;3;INDUSTRIA
R. NUNES MACHADO;PAROLIN;8;INDUSTRIA
R. NUNES MACHADO;REBOUÇAS;9;INDUSTRIA
R. ODAIR PAZELLO;CAPÃO RASO;6;INDUSTRIA
